"conversation_id_str,""""created_at""","""favorite_count""","""full_text""","""id_str""","""image_url""","""in_reply_to_screen_name""","""lang""","""location""","""quote_count""","""reply_count""","""retweet_count""","""tweet_url""","""user_id_str""","""username"
"1919905499929350411,""""Wed May 07 00:01:55 +0000 2025""","""0""","""barca nya kalah nyalahin nya wasit tolol""","""1919905499929350411""","""""","""""","""in""","""New York, USA""","""0""","""0""","""0""","""https://x.com/__sofarsogood/status/1919905499929350411""","""1143754350969290752""","""__sofarsogood"
"1919895678400033161,""""Wed May 07 00:01:25 +0000 2025""","""0""","""@callmepiraa tolol banget yaa kmu""","""1919905372891971586""","""""","""callmepiraa""","""in""","""⢠⣴⣦⣤⣀⠀⠄⠀⠠⠄⢀⣤⣴⣦    ",,,,,,
"1919633227926397004,""""Wed May 07 00:01:13 +0000 2025""","""0""","""@ARSIPAJA Tolol dikit ga ngaruh""","""1919905323030396946""","""""","""ARSIPAJA""","""in""","""""","""0""","""0""","""0""","""https://x.com/lyricalssha/status/1919905323030396946""","""1887805150452211712""","""lyricalssha"
"1919905198643814795,""""Wed May 07 00:00:44 +0000 2025""","""3""","""hbs curhat sm kakakku yg millenial itu disuruh hts tp menikah aja karena kata beliau aku tolol kalo pacaran ""","""1919905198643814795""","""""","""""","""in""","""Bali, Indonesia""","""0""","""3""","""0""","""https://x.com/kistief/status/1919905198643814795""","""1859914646150696960""","""kistief"
"1919905052426437010,""""Wed May 07 00:00:09 +0000 2025""","""0""","""emang cinta bikin tolol kak https://t.co/kV4dNlWQ3z""","""1919905052426437010""","""https://pbs.twimg.com/amplify_video_thumb/1919756048099115008/img/ySZWsdGMpH1-ivra.jpg""","""""","""in""","""she/her 99L""","""0""","""0""","""0""","""https://x.com/crescentheo/status/1919905052426437010""","""1424766214732058630""","""crescentheo"
"1919667375441322123,""""Tue May 06 23:59:52 +0000 2025""","""0""","""@Dega_29 @Amal81gmailcom1 @ricuhrd @ambisidev @ridwanhr Tinggal aja di tmpt tinggal skrg... MERDEKA berdikari sndiri ditanah/negara sndiri! Nape jg kudu pindah ke zimbawbwe? Tolol njeengggg ahhh""","""1919904983639851515""","""""","""Dega_29""","""in""","""36.7783° N, 119.4179° W - 909""","""0""","""1""","""0""","""https://x.com/andri_parcox/status/1919904983639851515""","""149022386""","""andri_parcox"
"1919410919161164194,""""Tue May 06 23:59:49 +0000 2025""","""0""","""@Listalivia lu ga usah banyak bacot tolol sini buktinya mana gua pengen liat dari tadi lu koar2 tapi ga ada buktinya dasar karatan anjing""","""1919904971262161076""","""""","""Listalivia""","""in""","""""","""0""","""0""","""0""","""https://x.com/iyussyussi/status/1919904971262161076""","""1325287584776347648""","""iyussyussi"
"1919904854853746827,""""Tue May 06 23:59:22 +0000 2025""","""0""","""Si kohar goreng patut tolol goblog!""","""1919904854853746827""","""""","""""","""in""","""Bandung - Jogja - Surabaya""","""0""","""0""","""0""","""https://x.com/rdhytom/status/1919904854853746827""","""147560878""","""rdhytom"
"1919295711621046615,""""Tue May 06 23:59:08 +0000 2025""","""0""","""@iamdodo__ @mift_hasan @jawafess Dodo lu goblok bgt sumpah kalo tolol mending diem""","""1919904797609619891""","""""","""iamdodo__""","""in""","""Alonica""","""0""","""0""","""0""","""https://x.com/cheeseg0rl/status/1919904797609619891""","""3445032918""","""cheeseg0rl"
"1919904729548603797,""""Tue May 06 23:58:52 +0000 2025""","""0""","""ga mbayangno lek kipper e inter sek onana fase grup ae pasti wes gak lolos dan peringkat buncit. bangsat kipper ga enak e di oper ng emyu emyu ne tolol sisan nuku larang jelas kesurupan gowok !!""","""1919904729548603797""","""""","""""","""in""","""ÜT: -7.2787519,112.7817345""","""0""","""0""","""0""","""https://x.com/BoyElectric/status/1919904729548603797""","""53094902""","""BoyElectric"
"1919732549275746383,""""Tue May 06 23:58:45 +0000 2025""","""0""","""@kudulobaduit_ Alah warga tiktok tolol anjir""","""1919904700855681329""","""""","""kudulobaduit_""","""in""","""she/her""","""0""","""0""","""0""","""https://x.com/akulheetham/status/1919904700855681329""","""1646134892537995264""","""akulheetham"
"1919384510858166432,""""Tue May 06 23:57:57 +0000 2025""","""0""","""@cursedkidd Entahlah Kalau kecintaan suka tolol bNg""","""1919904498140762303""","""""","""cursedkidd""","""in""","""""","""0""","""0""","""0""","""https://x.com/hi_rikaaaa/status/1919904498140762303""","""1420283968906170369""","""hi_rikaaaa"
"1919904484064690479,""""Tue May 06 23:57:53 +0000 2025""","""0""","""Gua ga ngerti yg tolol nih si cowo yg trf duitnya atau di cewe yg merasa pantas buat manage keuangan org. Siapa eu bjir? Klien dan personal financial advisor kah? Klw pacaran yg normal2 aja ngapa set dah""","""1919904484064690479""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/itslegiva/status/1919904484064690479""","""1566053746219503616""","""itslegiva"
"1918926867240722644,""""Tue May 06 23:53:43 +0000 2025""","""1""","""@cadyheartfilla semangat balesin replies tolol rachel. have a nice day. semoga lo kaya raya""","""1919903433902989537""","""""","""cadyheartfilla""","""in""","""happy life ""","""0""","""0""","""0""","""https://x.com/akunpalsuwk/status/1919903433902989537""","""1289864623064154114""","""akunpalsuwk"
"1919903387333628367,""""Tue May 06 23:53:32 +0000 2025""","""0""","""tolol bgt malah ketiduran""","""1919903387333628367""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/smokeurlips/status/1919903387333628367""","""1708879902400040963""","""smokeurlips"
"1919597084073697360,""""Tue May 06 23:53:24 +0000 2025""","""0""","""@Franken_blues Kepentingan Politik yg memaksakannya Untuk Dewasa Boss.. Dan yg lainnya berusaha keras menjadi TOLOL untuk mengikuti kepentingan @jokowi sekeluarga""","""1919903353170997673""","""""","""Franken_blues""","""in""","""""","""0""","""0""","""0""","""https://x.com/EndankDoank7/status/1919903353170997673""","""1325827135529840640""","""EndankDoank7"
"1919872926947446876,""""Tue May 06 23:53:07 +0000 2025""","""0""","""@idextratime Decul tolol bin bego wkwkwkw""","""1919903283612885503""","""""","""idextratime""","""in""","""""","""0""","""0""","""0""","""https://x.com/HadiNasuha2/status/1919903283612885503""","""1504481875909558272""","""HadiNasuha2"
"1919693043600433309,""""Tue May 06 23:52:56 +0000 2025""","""0""","""@gustavssondhela Manusia ini masih nongol truus..Mulyono bajingan..ini yg posting juga biadab..tolol""","""1919903238184378585""","""""","""gustavssondhela""","""in""","""""","""0""","""0""","""0""","""https://x.com/LalanMang68082/status/1919903238184378585""","""1686734867604623362""","""LalanMang68082"
"1919856818123059234,""""Tue May 06 23:52:34 +0000 2025""","""0""","""@Fahri7297 @idextratime emng tolol ngentot""","""1919903143254700315""","""""","""Fahri7297""","""in""","""""","""0""","""0""","""0""","""https://x.com/eccedentisan/status/1919903143254700315""","""1639233174214680579""","""eccedentisan"
"1919903124203966882,""""Tue May 06 23:52:29 +0000 2025""","""0""","""INI GAK NORMAL SARDENNN TOLOL NIH . Si sarden udh kelamaan ga dibelai dah jdi begini kayanya gw klo jadi lintang udh bukan datar lgi udh gw tunjukin gw bete marah banget KOCAK GEMING""","""1919903124203966882""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/asdfghjkl_Ugget/status/1919903124203966882""","""1271476253170655233""","""asdfghjkl_Ugget"
"1919872926947446876,""""Tue May 06 23:52:25 +0000 2025""","""0""","""@RismaWa22351792 @idextratime Gak juara UCL = tolol. Kalo musim ini udh gak juara UCL gak CdR LaLiga jg engga itu berarti apa? Sampah? Idiot? Goblok? Hina?""","""1919903108009701825""","""""","""RismaWa22351792""","""in""","""""","""0""","""1""","""0""","""https://x.com/fans_katrok/status/1919903108009701825""","""1323970654161416193""","""fans_katrok"
"1919882036698861653,""""Tue May 06 23:52:11 +0000 2025""","""10""","""@sanrpj @idextratime Pada diem bang kumpulan org2 pecundang mah. Kaga pda komen. Ya kan tolol? ""","""1919903049998598386""","""""","""sanrpj""","""in""","""Kota Batam, Kepulauan Riau""","""0""","""1""","""0""","""https://x.com/ryorosmei11/status/1919903049998598386""","""214871257""","""ryorosmei11"
"1919902980188364905,""""Tue May 06 23:51:55 +0000 2025""","""0""","""Koreaboos tolol di kolom komentar. Gw blm pernah denger lagu ini pasti sajaegi Menurut gw lagunya basic not spectacular pasti sajaegi Kebiasaan nih interfans tolol yg baru tahu kata sajaegi. Apa2 dituduh sajaegi. Kalian aja yg tasteless https://t.co/AQARbqte32""","""1919902980188364905""","""https://pbs.twimg.com/tweet_video_thumb/GqTdlG4bAAAot7k.jpg""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/jsyoun96/status/1919902980188364905""","""1306814137956065281""","""jsyoun96"
"1918926867240722644,""""Tue May 06 23:51:31 +0000 2025""","""0""","""@iampw2__ @cadyheartfilla Ngomong demokrasi tapi orang demo dikatain ditunggangi wkwkwwkwwkw tolol to the max. TOLOL""","""1919902882142278110""","""""","""iampw2__""","""in""","""""","""0""","""0""","""0""","""https://x.com/sukamiruku/status/1919902882142278110""","""1798580683688058880""","""sukamiruku"
"1919688503132356798,""""Tue May 06 23:51:04 +0000 2025""","""0""","""@realmadridindo1 akun tolol kalau banter liat liat blok https://t.co/7ZRF4QElvp""","""1919902767201788198""","""https://pbs.twimg.com/media/GqTdY16bkAAtMk6.jpg""","""realmadridindo1""","""in""","""Kota Surabaya, Jawa Timur""","""0""","""0""","""0""","""https://x.com/public_figuran/status/1919902767201788198""","""2441027900""","""public_figuran"
"1919688057714049033,""""Tue May 06 23:50:37 +0000 2025""","""0""","""@emerson_yuntho @gibran_tweet Buya darat buya darat udh gila lo si dazal yahudi azkenazi balawi tarim yg ingin nggantiiin ngaca...mrk itu gak cuma tolol tp jg berahlak sesat bejat biadab laknatullah mrk kaum firaun yahudi azkenazi dr kakek moyang kabib yuya yg dulu jd mertua penasihat firaun si kadrun cucunya""","""1919902655477936552""","""""","""emerson_yuntho""","""in""","""""","""0""","""0""","""0""","""https://x.com/GiriSumarno/status/1919902655477936552""","""973106838378971137""","""GiriSumarno"
"1919902587245207943,""""Tue May 06 23:50:21 +0000 2025""","""0""","""bikin argumen tuh yang jelas tolol""","""1919902587245207943""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/jenotyl/status/1919902587245207943""","""1278626613580582920""","""jenotyl"
"1919683485775650939,""""Tue May 06 23:50:17 +0000 2025""","""0""","""@qbruhtal @vinztaege lu kali yg nipu dih tolol""","""1919902571604426951""","""""","""qbruhtal""","""in""","""09.00 - 22.00 ""","""0""","""0""","""0""","""https://x.com/miheartful/status/1919902571604426951""","""1076791711""","""miheartful"
"1919872926947446876,""""Tue May 06 23:49:46 +0000 2025""","""0""","""@CmplexM81378523 @TheAmorimHolic @idextratime Lah goblok orang gua respon karna dia fans emyu goblok nih gua tanya emg madrid klasemen tengah? Wkwkwkwkwkwkwk tolol ""","""1919902441685848134""","""""","""CmplexM81378523""","""in""","""""","""0""","""0""","""0""","""https://x.com/kupangwleowleo/status/1919902441685848134""","""1752035539426152448""","""kupangwleowleo"
"1919889559271440533,""""Tue May 06 23:49:32 +0000 2025""","""0""","""@indradwpyna @gg_gemiing @FansNerazzurri Tolal tolol tolal tolol. Anak anjing lu! Kalah yaa? Mammmpusss lu ANJING!""","""1919902380436685175""","""""","""indradwpyna""","""in""","""Reddoorz""","""0""","""0""","""0""","""https://x.com/komedinakal/status/1919902380436685175""","""371433565""","""komedinakal"
"1919895211729420749,""""Tue May 06 23:49:28 +0000 2025""","""1""","""@ubibestboy Spikap apa?? Ngedrama yg ada ngakak banget abis muji2 SM padahal huhuhu wah gue sih selama idol gue masih di SM ya biarin aja toh udah gede ngapain gue ngatur2 tolol mau di SM kek mau keluar SM kek yg penting idol gue bisa baca kontrak dan g pernah jilat SM kek oppak kau""","""1919902365181706394""","""""","""ubibestboy""","""in""","""Sechan Home""","""0""","""1""","""0""","""https://x.com/believeloey/status/1919902365181706394""","""1632759842023813121""","""believeloey"
"1919876811498127818,""""Tue May 06 23:44:51 +0000 2025""","""0""","""@ishamdzahabi @barcastuff_idn Wtdhehel² inggris lo noh bagusin dulu yah gua bilang diluar kesalahan araujo brarti dia juga lakukan kesalahan tolol. tolol emang gak nonton match jelas² dia salah posisi cover acerbi malah dibilang kalah body charge""","""1919901204219662568""","""""","""ishamdzahabi""","""in""","""""","""0""","""0""","""0""","""https://x.com/ryxxxxhcgd/status/1919901204219662568""","""1737582873618915328""","""ryxxxxhcgd"
"1919721837111763291,""""Tue May 06 23:44:41 +0000 2025""","""0""","""@HafidzAlattas Tolol maksa banget si imad cs kaki tangan zionis""","""1919901160414282174""","""""","""HafidzAlattas""","""in""","""Samarinda""","""0""","""2""","""0""","""https://x.com/m4_2n/status/1919901160414282174""","""778596032""","""m4_2n"
"1919901067606683923,""""Tue May 06 23:44:19 +0000 2025""","""0""","""lo yg tolol babi pemilu emang kelar tpi hasil kerja jeleknya di rasain semua orang selama 5 tahun. kau pikir pemilu kelar semua udahan? ya kagak lah anjing baru permulaan. harusnya orang kek lu kagak pantes di lulusin sekolah buang2 duit ortu ilmunya kagak masuk ke otak""","""1919901067606683923""","""""","""""","""in""","""Strictland""","""0""","""0""","""0""","""https://x.com/windyisherenow/status/1919901067606683923""","""2744162498""","""windyisherenow"
"1919405227578458379,""""Tue May 06 23:43:53 +0000 2025""","""0""","""@hanumrais KanGibul ngomong begitu karena tolol dan tak ada bahan bicara yg mo disampaikan ke rakyat nya.""","""1919900960278904965""","""""","""hanumrais""","""in""","""""","""0""","""0""","""0""","""https://x.com/RayTangkul/status/1919900960278904965""","""1167580685617381376""","""RayTangkul"
"1919771680131424663,""""Tue May 06 23:43:52 +0000 2025""","""0""","""@convomf Hadehh masih pacaran udah tolol""","""1919900954654343677""","""""","""convomf""","""in""","""Jakarta""","""0""","""0""","""0""","""https://x.com/ADailami_ID/status/1919900954654343677""","""3230854064""","""ADailami_ID"
"1919521376857403899,""""Tue May 06 23:43:35 +0000 2025""","""0""","""@parkjisax @KontenBerfaedah Jalan jelas ada perempatan emang pengendara motor yang tolol.""","""1919900885494256057""","""""","""parkjisax""","""in""","""""","""0""","""0""","""0""","""https://x.com/Saptamarga22/status/1919900885494256057""","""1664937263363653634""","""Saptamarga22"
"1919900874505093592,""""Tue May 06 23:43:33 +0000 2025""","""0""","""pertemanan di x ini udah terlalu tolol dan toxic jing. ""","""1919900874505093592""","""""","""""","""in""","""Indonesia""","""0""","""0""","""0""","""https://x.com/skorvos/status/1919900874505093592""","""4854625881""","""skorvos"
"1919860788367409650,""""Tue May 06 23:43:28 +0000 2025""","""1""","""@Agas08Jun @idextratime Emang tolol bang gausah diarepin""","""1919900855265817028""","""""","""Agas08Jun""","""in""","""Nomaden""","""0""","""0""","""0""","""https://x.com/cratesss_/status/1919900855265817028""","""2297471678""","""cratesss_"
"1919900600176988621,""""Tue May 06 23:42:27 +0000 2025""","""0""","""halahhhhh ayo za sama2 kita teriak kontolll (konyol dan tolol) ke kupingnya Aksa ""","""1919900600176988621""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/ratu_manjalita/status/1919900600176988621""","""1430841712922939394""","""ratu_manjalita"
"1919103073504436622,""""Tue May 06 23:41:41 +0000 2025""","""0""","""@eeew_people @sagATEarius jelek bgt main fisik tipikal 02 voter banget najis tolol ""","""1919900406001652140""","""""","""eeew_people""","""in""","""""","""0""","""0""","""0""","""https://x.com/se18po/status/1919900406001652140""","""1051694216907173889""","""se18po"
"1919872852456845413,""""Tue May 06 23:40:56 +0000 2025""","""0""","""@Xryyy_12 @SeputarMadrid Dih tolol""","""1919900215991271460""","""""","""Xryyy_12""","""in""","""Jakarta Utara, DKI Jakarta""","""0""","""0""","""0""","""https://x.com/lavenderrrrrrr_/status/1919900215991271460""","""1200310035764502528""","""lavenderrrrrrr_"
"1919900203559289306,""""Tue May 06 23:40:53 +0000 2025""","""0""","""Ternyata akulah si tolol itu""","""1919900203559289306""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/rujaknanas23/status/1919900203559289306""","""739879670716338177""","""rujaknanas23"
"1919886827630297529,""""Tue May 06 23:40:52 +0000 2025""","""0""","""@idextratime Jaga nya juga di belakangnya wkwkwkwk tolol bener""","""1919900202426892660""","""""","""idextratime""","""in""","""Indonesia""","""0""","""0""","""0""","""https://x.com/nop2/status/1919900202426892660""","""145985603""","""nop2"
"1919899097357812006,""""Tue May 06 23:40:50 +0000 2025""","""10""","""@barcastuff_idn ada yg udah bertaun taun tapi tetep tolol tek no 4 &amp"";"" 21 contohnya""","""1919900191865635131""","""""","""barcastuff_idn""","""in""","""Bandung, Jawa Barat""","""0""","""0""","""0""","""https://x.com/alldinouu/status/1919900191865635131""","""1230078778597994501""","""alldinouu"""""";;"
"1919885681788387636,""""Tue May 06 23:40:37 +0000 2025""","""0""","""@idextratime Araujo tolol gua beliin kaca segede blunder lu anjg""","""1919900135888454127""","""""","""idextratime""","""in""","""""","""0""","""0""","""0""","""https://x.com/pmpaezg/status/1919900135888454127""","""1477551072210132993""","""pmpaezg"
"1919883500112777550,""""Tue May 06 23:40:05 +0000 2025""","""0""","""@Dodottprabu @oreoraraa @idextratime Mau decul mau demit pdhal semua aja lu pada tolol kelakuannya ""","""1919900004933579047""","""""","""Dodottprabu""","""in""","""""","""0""","""0""","""0""","""https://x.com/langgaaja/status/1919900004933579047""","""1637177210149928962""","""langgaaja"
"1919899958653976788,""""Tue May 06 23:39:54 +0000 2025""","""0""","""Saya si ada ide ngapain ngurusin pendidikan klrg itu? Masyarakat tuh cuman perlu dikasih tau kalo byk orang lbh kompeten dibanding wapres skrg. Yg dibutuhkan mrk² dikasih panggung biar bisa nyaingin popularitasnya. Cuman org² sama² tolol dan klrg itu piawai nunggangin isu.""","""1919899958653976788""","""""","""""","""in""","""yogyakarta""","""0""","""0""","""0""","""https://x.com/GojekMilangKori/status/1919899958653976788""","""1106062688889667585""","""GojekMilangKori"
"1919393320561680881,""""Tue May 06 23:39:33 +0000 2025""","""0""","""@enginecring Emang real tolol ga ada otak voters 02.""","""1919899868694229290""","""""","""enginecring""","""in""","""somewhere""","""0""","""0""","""0""","""https://x.com/aghartaa14/status/1919899868694229290""","""562882507""","""aghartaa14"
"1919899709956882458,""""Tue May 06 23:38:55 +0000 2025""","""1""","""safno lo tolol lo mau membela diri lo pake statement apapun itu salah karna lo selingkuh. ibaratnya lo mau berkoar kaya anjing juga udah ga punya hak selingkuh salah membela diri lebih salah lagi. OONNN HERAN""","""1919899709956882458""","""""","""""","""in""","""☕️INFJ""","""0""","""0""","""0""","""https://x.com/219pici/status/1919899709956882458""","""1723151540314329088""","""219pici"
"1919688586271859063,""""Tue May 06 23:38:50 +0000 2025""","""0""","""@TheCurut007 Presiden tolol. Rasio utang lu kibulin mulu. Ibarat orang kere ma orang gaji gede. Gini modal jadi presiden cuman modal BLT.""","""1919899687441858942""","""""","""TheCurut007""","""in""","""8ft di bawah tanah""","""0""","""0""","""0""","""https://x.com/Donie707/status/1919899687441858942""","""1573280097003397121""","""Donie707"
"1919771680131424663,""""Tue May 06 23:38:41 +0000 2025""","""0""","""@convomf Cinta mmg bikin tolol pa gmn dh""","""1919899653090508884""","""""","""convomf""","""in""","""""","""0""","""0""","""0""","""https://x.com/llomlloeyy/status/1919899653090508884""","""1055885784954204160""","""llomlloeyy"
"1919899623549792668,""""Tue May 06 23:38:34 +0000 2025""","""0""","""Rin gausah bacot rin rim lo jg tolol ajg""","""1919899623549792668""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/moicalicocat/status/1919899623549792668""","""1173898317610115073""","""moicalicocat"
"1919631858960368089,""""Tue May 06 23:37:54 +0000 2025""","""1""","""@AraituLaki UTUK JD SEBAGIAN PEJABAT SI KONOHA MEMANG HARUS G ADA MALU DN ĞINTAR MENJILAT SYA MAU TULIS DI X HASAN NASBI GOBLOK DAN TOLOL. TP DI LARANG TEMAN KATANYA JGN ITU PEJABAT. AKHIRNYA G JADI #Koruptorpenghianatbangsa https://t.co/FZgAgCLOF9""","""1919899455639400524""","""https://pbs.twimg.com/media/GqTaYUsbAAIAx9j.jpg""","""AraituLaki""","""in""","""IDN, NM-USA , KSA""","""0""","""0""","""0""","""https://x.com/AFHCommunity13/status/1919899455639400524""","""1722901320036909056""","""AFHCommunity13"
"1919899408772300822,""""Tue May 06 23:37:43 +0000 2025""","""0""","""ga masuk akal sumpah klo gada kerjaan mah gada duit dan gabisa beli merch sebanyak itu lah tolol bgt""","""1919899408772300822""","""""","""""","""in""","""⚖️""","""0""","""0""","""0""","""https://x.com/notrenebae/status/1919899408772300822""","""1134713914426503169""","""notrenebae"
"1919351277089333327,""""Tue May 06 23:37:33 +0000 2025""","""0""","""@akunbuzzerlol Uda tolol pede lagi sama kaya sukro junjungan elo""","""1919899365646197128""","""""","""akunbuzzerlol""","""in""","""Belize""","""0""","""0""","""0""","""https://x.com/MazaZhang/status/1919899365646197128""","""2397509563""","""MazaZhang"
"1919899336596504972,""""Tue May 06 23:37:26 +0000 2025""","""0""","""gue pusing jir tinggal di indot beritanya pada tolol""","""1919899336596504972""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/il0veclairo/status/1919899336596504972""","""1786072496091082752""","""il0veclairo"
"1919899317231382665,""""Tue May 06 23:37:21 +0000 2025""","""0""","""Huft yg milih emang pada tolol""","""1919899317231382665""","""""","""""","""in""","""Central Java, Indonesia""","""0""","""0""","""0""","""https://x.com/ikhl_asu_l/status/1919899317231382665""","""521027381""","""ikhl_asu_l"
"1919899139082424597,""""Tue May 06 23:36:39 +0000 2025""","""0""","""malu bgt ajg pro boikot malah kena rnb tolol tolol ancur aja nih fandom penjilat zionist semua""","""1919899139082424597""","""""","""""","""in""","""propalestine""","""0""","""0""","""0""","""https://x.com/vkblitz/status/1919899139082424597""","""1865551289813483520""","""vkblitz"
"1918926867240722644,""""Tue May 06 23:35:51 +0000 2025""","""2""","""@greencanyonmoon @eeew_people @cadyheartfilla 02 voters kan emang tolol kak kayak ngomong sama tembok mau rubuh ""","""1919898939786137685""","""""","""greencanyonmoon""","""in""","""20+ MDNI / F  (censor name) 🔞""","""0""","""0""","""0""","""https://x.com/Hecateos/status/1919898939786137685""","""1160668563859841025""","""Hecateos"
"1919898905594216600,""""Tue May 06 23:35:43 +0000 2025""","""0""","""UDAH LAH COK STOP URUSIN URUSAN ORANG lu tu manusia tolol apa gimana sih internet udah semaju ini tapi ngetik beginian aja kagak dipikir dulu gini nih kalo OTAK sama TANGAN lebih cepetan TANGAN cara kerjanya jadi otaknya kaga mikir. Stress lu setan""","""1919898905594216600""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/ayyarsych/status/1919898905594216600""","""1639498478232682496""","""ayyarsych"
"1919727926523920481,""""Tue May 06 23:35:33 +0000 2025""","""0""","""@1TakMengenalDua @DokterTifa @Agak_laen107 Orang tolol itu adalah ternak dari Oslo Ranch""","""1919898861797073363""","""""","""1TakMengenalDua""","""in""","""""","""0""","""0""","""0""","""https://x.com/esmaila17/status/1919898861797073363""","""3100803888""","""esmaila17"
"1919695963884593450,""""Tue May 06 23:35:27 +0000 2025""","""0""","""@randomable_ Bocah tolol bin idiot ini makin besar kepala yaa...""","""1919898837977592068""","""""","""randomable_""","""in""","""""","""0""","""0""","""0""","""https://x.com/ray_kakashi/status/1919898837977592068""","""1366853847004499970""","""ray_kakashi"
"1919898792331219065,""""Tue May 06 23:35:16 +0000 2025""","""1""","""Sebagai orang yg pernah dirawat di RSJ ini ignorant dan tolol banget kamu pikir kami odgj itu badut? Rsj itu tempat orang berobat ya sender bodoh bukan tempat main main atau tempat meromantisasi ketidakwarasanmu""","""1919898792331219065""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/tatitut1236/status/1919898792331219065""","""1863538318237163520""","""tatitut1236"
"1919898693978706315,""""Tue May 06 23:34:53 +0000 2025""","""0""","""yaa Allah anug lo kocak banget alias tolol""","""1919898693978706315""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/jisoo_acoustic/status/1919898693978706315""","""1243128605325946880""","""jisoo_acoustic"
"1919857617847124165,""""Tue May 06 23:34:29 +0000 2025""","""0""","""@Devsfairybabe memang begitu kok kadang mereka terlalu berlebihan sampe dibawa2 ke real life padahal sih cuma buat hiburan aja kalo dibikin simple kalo udah tolol yang rugi kan artis nya sendiri""","""1919898593722613838""","""""","""Devsfairybabe""","""in""","""girls only""","""0""","""1""","""0""","""https://x.com/saspphicc/status/1919898593722613838""","""2614676443""","""saspphicc"
"1919898494757650578,""""Tue May 06 23:34:05 +0000 2025""","""0""","""1 HARI 1 BACOTAN TOLOL DARI MENTERI NEGARA KITAH ""","""1919898494757650578""","""""","""""","""in""","""Kota Bandung, Jawa Barat""","""0""","""0""","""0""","""https://x.com/azkaRF/status/1919898494757650578""","""64881507""","""azkaRF"
"1919856818123059234,""""Tue May 06 23:32:54 +0000 2025""","""0""","""@Fahri7297 @idextratime Tetep tolol cil wkwkwkwkw""","""1919898194160574510""","""""","""Fahri7297""","""in""","""""","""0""","""0""","""0""","""https://x.com/Shhinichikudo/status/1919898194160574510""","""292804034""","""Shhinichikudo"
"1919898092515570164,""""Tue May 06 23:32:29 +0000 2025""","""0""","""Gw dikatain bdh sma fandom tolol bjir ""","""1919898092515570164""","""""","""""","""in""","""""","""0""","""0""","""0""","""https://x.com/hilingbknpusing/status/1919898092515570164""","""1516356922739347456""","""hilingbknpusing"
"1919563660252295589,""""Tue May 06 23:32:20 +0000 2025""","""0""","""@DokterTifa @routers40525 @prabowo Klo lu sllu bawa2 nama Allah knpa lu gk diem jgn bnyk bacot serahum aja sma Allah Allah Maha adil kok buktinya bnyk yg syg Jokowi ketimbang Elu dokter tolol""","""1919898054876135927""","""""","""DokterTifa""","""in""","""Singapore""","""0""","""0""","""0""","""https://x.com/IRastiah89610/status/1919898054876135927""","""1744519108069302272""","""IRastiah89610"
"1919458583286034504,""""Tue May 06 23:32:19 +0000 2025""","""0""","""@zoonanology emang pada tolol . Persija maen jelek diem aja gada tindakan""","""1919898050371481812""","""""","""zoonanology""","""in""","""""","""0""","""0""","""0""","""https://x.com/danzo9811337798/status/1919898050371481812""","""1854367869024559104""","""danzo9811337798"
"1918926867240722644,""""Tue May 06 23:32:13 +0000 2025""","""1""","""@jijo_101017 @cadyheartfilla Orang kek lu kok gak kena si? Males bgt jd nambah populasi org tolol""","""1919898022227349624""","""""","""jijo_101017""","""in""","""""","""0""","""0""","""0""","""https://x.com/whizspers/status/1919898022227349624""","""3285318842""","""whizspers"
"1918926867240722644,""""Tue May 06 23:32:13 +0000 2025""","""0""","""@wonwoo_fanbase @cadyheartfilla Ga punya pendirian caper tolol ga kaget si emang tipikal 02 voter""","""1919898021707259994""","""""","""wonwoo_fanbase""","""in""","""""","""0""","""0""","""0""","""https://x.com/myioow/status/1919898021707259994""","""1637304044552355840""","""myioow"
"1919771680131424663,""""Tue May 06 23:31:53 +0000 2025""","""0""","""@convomf Ini ngarang ya kan? Kalo gak tolol banget cowoknya.. ceweknya juga.""","""1919897938270068769""","""""","""convomf""","""in""","""NgalaM""","""0""","""0""","""0""","""https://x.com/Paudjie/status/1919897938270068769""","""144778491""","""Paudjie"
"1919779648248131855,""""Tue May 06 23:31:14 +0000 2025""","""0""","""@pillcwzayn wkwkwk tolol tu orang""","""1919897776214966405""","""""","""pillcwzayn""","""in""","""Lombok""","""0""","""0""","""0""","""https://x.com/Rifkiimam4/status/1919897776214966405""","""1118523391139434496""","""Rifkiimam4"
